"LATITUDE","LONGITUDE"
13.7469,79.600283
13.7503333,79.6004833
13.7054,79.5959
13.7133433,79.586234
13.715021,79.590176
13.747581,79.596617
13.71642,79.58683
13.7463846,79.596597
13.7475,79.601083
13.713549,79.591781
13.719213,79.577172
13.7129167,79.5933
13.747817,79.601833
13.712745,79.593463
13.71913,79.58553
13.719936,79.580515
13.7459333,79.5972
13.720681,79.5826998
13.721599,79.584992
13.720627,79.589835
17.65521,83.181777
17.7650145,83.2945418
17.7689143,83.2927733
17.785636,81.5835383
17.888672,81.7619703
17.478548,81.7268683
17.6774916,81.7047725
17.6060661,81.6951782
17.634051,81.6907951
17.6203005,81.660862
17.6436731,81.6237908
13.8155556,79.1947222
13.8130917,79.2088889
13.6991639,79.1177778
13.6528949,79.4604798
16.9842951,81.7838573
16.9713044,81.6909885
16.7597222,82.2716667
16.90993,82.240895
17.3476481,81.3058662
17.2852416,81.3563861
13.8022611,77.6095688
13.7535636,77.7149999
13.7593512,77.7158261
13.7854184,77.7154499
13.8382417,77.7222588
13.7266546,79.7745075
13.6530529,79.4720043
13.6520733,79.4708317
13.6551901,79.4202821
13.6694093,79.5127821
13.7449219,79.5966296
17.7701681,83.1860304
13.6051452,78.532561
13.5994222,78.5376109
13.84081,78.429157
13.699703,80.0561587
13.8262412,79.9534252
13.7011762,80.0592582
13.6700043,80.1277649
17.6577155,83.1394916
16.3227,81.7303
17.7446698,83.3271622
17.7502548,83.3399034
13.8397467,77.5132442
17.756869,83.1824914
17.7094627,83.1665345
12.8252872,78.2541857
17.6928195,81.5788826
17.722833,81.5505079
17.7617407,81.4508786
17.7494996,81.2187448
17.6290533,81.7320585
17.6044503,81.6930377
17.642986,81.730299
17.4785761,81.728978
17.6096503,81.6923712
17.709281,81.5672851
17.6903145,81.6936492
18.038056,82.0191293
17.765012,83.2473182
13.7441055,79.5946467
13.7481101,79.593773
13.7094298,79.6009848
13.7093419,79.600905
13.7103269,79.630761
13.7109686,79.5905776
13.7124772,79.5872012
13.7132327,79.5957962
13.7125822,79.5891469
13.7090784,79.5882207
13.7080576,79.5953112
13.7099653,79.5939681
13.7077663,79.5899069
13.7077151,79.5918459
13.7071985,79.5942055
13.7028585,79.5926198
13.7048875,79.5897235
13.7038345,79.5911095
13.704814,79.5915419
13.7048705,79.592949
13.7031257,79.5941309
13.7194167,79.5787747
13.720406,79.5888718
13.7198428,79.5807436
13.7210808,79.5864218
13.7206761,79.5825272
13.7213658,79.5844789
13.714529,79.5848365
13.7152328,79.5866785
13.715997,79.5883342
13.7164492,79.5901118
13.71719,79.5917393
13.7157948,79.5934895
13.712293,79.594581
13.7445275,79.5973098
13.7433743,79.6002174
13.7450271,79.602152
13.7463958,79.6045795
13.7462251,79.6061603
13.7442817,79.5829622
13.7438512,79.58671
13.7435652,79.5899576
13.7436529,79.5936174
13.7443252,79.5795074
13.7495441,79.6060793
13.7481152,79.5937532
13.7496842,79.5917667
13.7501744,79.5971331
13.752763,79.5965161
13.75391,79.5889042
13.756343,79.5918364
13.7498448,79.5894217
13.7569673,79.5966554
13.7479875,79.584362
13.7488379,79.5872819
13.7510264,79.5911228
13.7496236,79.6109978
13.7505412,79.6071706
13.7492836,79.6013718
13.7493808,79.6042086
13.7478401,79.5997774
13.747959,79.5974398
13.7456151,79.5958897
13.7524792,79.594527
13.74884,79.581499
13.7538338,79.5947784
13.7457764,79.5965829
13.7522135,79.5864753
13.752629,79.5903257
13.753191,79.5821609
13.7518561,79.5803274
13.6950212,79.5105747
13.6124112,79.4411401
13.6160147,79.4506485
17.9280055,83.3761389
14.48,77.629
14.756,77.601
15.051,77.627
15.407,77.867
15.603,78.008
15.762,78.149
15.839,78.242
15.771,78.293
14.364,77.641
14.326,77.637
13.996,77.651
16.7381398,82.312746
16.7689601,82.2737789
15.7367035,78.3635902
15.63,78.04
15.7907943,78.1605404
15.78758,78.1118783
15.6268957,78.0653713
13.6598369,79.4890697
15.559705,77.98951
14.6790017,77.61043
14.697044,79.05344
13.6930242,80.209465
14.5262194,79.0132642
13.6971386,79.6150237
13.6758979,79.5908903
13.6540414,79.5666597
13.6644554,79.486198
13.656704,79.3482017
13.646755,79.3563602
13.6976514,79.3547664
13.6596321,79.4115844
13.701716,79.3404366
13.6635612,79.3513694
13.6550532,79.3344913
13.2292939,79.1117088
13.6907778,79.3549159
17.827412,83.409337
17.6652981,83.2210889
17.8436563,83.4099197
17.8515591,83.390294
16.9673042,82.2336528
16.9264959,82.2356972
16.8805361,82.2451169
14.578717,79.044835
16.992378,82.2719996
16.9875625,82.2721875
17.8060151,82.4959077
18.0511164,82.0371494
18.0555989,82.0351458
17.9973195,82.1247738
18.046503,82.03926
17.792992,82.5094043
13.5993052,78.2302163
13.6039035,78.2326807
13.6562712,78.2618011
13.6225504,78.2462267
13.8884211,77.6913926
13.8771496,77.6746343
13.8781083,77.6747499
13.8662359,77.6656763
13.8582791,77.6634688
13.8540063,77.6645332
13.7877702,77.7165117
13.7571842,77.7172653
15.8660276,78.6938634
14.6757018,77.5818183
16.082019,78.9114381
13.1322917,79.1131333
16.0851458,78.8972482
16.3072066,80.51337
13.6606538,79.4883967
17.8086111,83.3302757
13.6365787,78.6008276
17.8256016,81.6324703
17.8262122,81.6328048
15.1039337,78.1124493
14.8060476,78.3141213
14.8520533,78.3383867
17.5970075,81.7149894
17.7910472,81.601431
17.746463,81.3986767
17.7803498,81.5771036
13.6539147,79.4552057
18.6116289,83.3108666
13.6564093,79.4730246
18.6051037,83.3193193
18.6204044,83.3264388
18.6360076,83.2138453
18.5997526,83.3411718
18.6046923,83.2976823
18.627146,84.2535691
13.6458741,79.4762054
17.2301791,81.8500811
17.778702,81.9421074
17.7738399,81.9263269
17.7774644,81.9371488
17.7770352,81.9384488
13.6511232,79.4696806
18.6114454,83.3125185
13.6572677,79.2702198
13.6541177,79.2690426
16.5777491,82.0010217
17.7182941,83.2144152
17.6764909,83.2925892
13.6528649,79.2686056
15.929804,77.1174333
13.6544019,79.4725676
13.7702165,80.0268709
13.651893,79.4705696
17.7507469,83.3469412
13.8248889,79.9508726
13.6999017,80.0564511
13.7243045,80.1635399
13.723683,80.1613009
17.6797421,81.9675504
17.7223011,81.939762
17.6996773,81.9593639
16.8397484,82.2416894
16.8403064,82.2570246
17.4719954,82.0229255
17.5130993,82.0059774
17.569062,82.0092834
17.6792578,81.957137
18.3615647,83.3368176
17.7777918,81.9289285
13.6998423,80.056345
13.6638226,79.4829364
13.6527879,79.4718154
13.6531121,79.4721523
12.7385857,78.3555932
17.730684,83.324028
17.749653,83.245259
17.7615611,83.3519948
17.727367,83.293998
17.7862491,83.1747167
18.0077698,82.9857554
18.0074897,82.966079
17.6855012,83.212364
12.7827849,78.2607082
12.7807547,78.2446183
13.6414469,79.2338283
13.7438727,79.4655246
15.789554,78.112246
13.9769331,77.6726369
13.7518012,79.4672179
17.5811645,83.1151122
13.6542868,79.4726529
13.656599,79.435909
13.751079,79.466919
13.6502167,79.4595752
13.6528453,79.471929
13.6583462,79.4874461
13.7517557,79.4669485
13.658378,79.347752
13.685865,79.347085
13.714598,79.595653
13.6604643,79.4880398
16.08344,78.8851857
13.661082,79.4876611
13.6600106,79.4882479
13.8141226,79.199126
13.8155138,79.1961364
13.6580906,79.2706537
13.6529226,79.4719127
13.6460908,79.4706377
13.6444437,79.2664899
13.6760332,79.5218899
13.7466073,79.4670996
13.5244197,78.8590774
12.7472095,78.3387858
12.6409017,78.406495
12.68457,78.3952233
12.7301683,78.3623683
12.7544639,78.3132107
17.8888862,83.4378362
17.9026017,83.4412684
12.803489,78.2748353
12.7258783,78.3423506
12.7243246,78.3446683
12.7194575,78.375107
12.7179892,78.3783077
12.6721546,78.4033905
12.8980752,78.4886385
12.8983949,78.4890113
12.9690592,78.5193529
13.6415804,79.254355
13.8031044,79.1789335
13.8142436,79.1987064
13.7381171,79.1568497
13.6112954,79.3268324
14.1885893,77.802515
14.1539704,77.8132868
14.119838,77.858266
14.161638,77.815487
14.18207,77.7778746
14.14844,77.8152064
14.7262644,79.0589465
14.5739788,79.0320423
13.6444191,79.4509169
16.0951589,78.9184732
13.624865,79.329351
13.6533067,79.4600364
13.6586571,79.4875907
15.9601051,78.9197044
16.0771202,78.9150135
16.0845331,78.898681
16.6241322,80.6190404
13.6316027,79.4278901
12.835982,78.2543791
14.38682,79.024787
14.3879359,79.0272625
14.4665082,78.966027
14.6274674,79.0464844
14.6538469,79.0431477
13.7516704,79.4669428
13.7725919,79.4313291
15.881066,78.388678
13.6480551,79.4464598
13.7519561,79.4671935
13.6566058,79.2685687
13.6529237,79.4719283
13.6207174,79.5378271
13.6521655,79.416778
13.7526413,79.6031141
13.7542584,79.5954116
13.6341894,79.4834152
13.6495804,79.4877199
13.6457022,79.4737193
13.6555085,79.4764211
16.3143783,80.3537363
16.2993183,80.4327285
15.9550361,81.1167236
16.1467957,81.1749053
13.4008098,79.5861089
13.1983983,78.7996868
13.3031452,79.3036509
13.6515545,79.4166659
13.6428725,79.3984496
13.6428012,79.3977777
13.7511624,79.4661565
13.6521025,79.4180009
16.5951361,82.2655871
16.6459286,81.260376
16.5977425,82.2697804
13.6434628,79.3983812
13.6299257,79.3786739
13.7505723,79.4671025
13.662948,79.4875441
14.1667691,77.8077705
13.6134586,79.3192816
13.67689,79.5205351
13.772365,79.4284348
13.6445331,79.4992499
13.6577391,79.4944451
13.631221,79.4690598
13.8017177,80.1382986
13.7382287,79.7357629
13.7097065,80.0799195
13.7157071,80.0977038
13.9580409,78.1786036
14.1089906,78.1621869
13.6995325,80.0244888
13.6545867,79.4549057
13.6979314,80.0368936
13.7029164,80.0675293
13.7254546,79.6635751
13.6977471,79.8494879
13.7087494,79.9723182
13.6808315,80.0543002
13.8669444,80.0379738
13.9331161,80.0493641
13.94202,80.0498344
13.5841713,80.0247429
13.9041138,80.1524344
13.9314798,80.0489464
13.8816893,80.0476778
13.7046489,80.0078154
13.5241854,80.0105491
13.6887605,80.0500234
13.6370833,78.6844718
13.6638167,78.917617
14.0787419,79.2415559
14.605821,78.7889947
13.7145502,79.5957898
13.7143607,79.5948466
14.7052384,78.7390012
15.1146909,78.5090311
14.6574434,77.5814318
15.8593069,78.5623619
13.9145383,77.6924905
13.9625965,77.6767302
14.511311,77.6327583
15.8335507,78.5199609
15.8663702,78.6940591
16.0783655,78.913442
15.9656535,78.9167513
15.9616473,78.9311366
15.9105316,79.0950195
15.9180633,79.050689
15.5442379,77.9261749
16.0869008,78.8993969
15.992863,78.9410682
14.4669026,78.8261489
17.5873168,83.1195597
14.7260618,79.058644
13.5713667,80.146755
13.5748745,80.1378108
16.9087777,82.2385607
13.8034122,79.4114579
14.1665318,79.3781539
14.1991573,79.5414137
14.3135674,79.6146702
14.2060513,79.5516966
14.194356,79.4540986
14.1548197,79.3828062
16.5926983,82.2656556
16.6316687,80.5868626
17.2527423,82.3919359
13.7562463,79.5954691
13.7673054,79.6373486
13.6416202,79.2551099
16.9434861,82.2331029
13.5602794,80.013932
13.5252065,80.0069475
17.4780374,81.9984903
17.612845,81.9902342
13.6392466,79.4277976
13.5094114,79.3773631
13.5620059,80.0225992
13.5132519,80.0309557
13.5495799,80.0000898
13.6488502,79.4835349
18.6349202,84.355334
18.5726703,84.2592412
18.5470164,84.2880104
13.7168329,79.1397731
17.9273171,82.8908563
13.764864,79.1668856
13.749288,79.6137948
15.5691029,79.5348865
15.5669283,79.525293
15.6148474,79.8032548
14.6384774,79.0393134
13.6543171,79.4900911
13.656938,79.4869418
13.6586771,79.4874054
13.6855943,79.5088997
13.7527233,79.4677778
13.6700782,79.5114385
13.6499325,79.4843996
13.6224473,79.5398383
13.6223313,79.5373567
13.6409723,79.4693129
13.6586,79.4872
13.7031766,79.3484311
13.7117868,79.3439158
13.6158469,79.3945663
13.6546593,79.4239693
13.6433129,79.3980338
13.6244205,79.3650944
13.5841479,80.0245161
17.8566732,82.4968504
17.8712381,82.4960998
16.9746379,82.2398626
13.6248106,79.3645908
13.6369446,79.4279238
13.6110719,79.3299385
13.6255713,79.3646419
13.6262677,79.3827505
13.6294005,79.4093299
13.6394469,79.4409149
13.6401691,79.4275927
13.6273289,79.375801
13.6399666,79.4275673
13.6392968,79.4919122
13.6345141,79.427928
13.6507716,79.4975723
16.9571951,82.2674146
16.9603519,82.250716
13.9719341,78.3838692
13.9719527,78.404089
13.9655488,78.3746321
14.141478,78.327502
13.9666649,78.3772077
14.142567,78.327858
14.025773,78.31842
14.08767,78.31258
14.108444,78.323945
14.09355,78.31345
14.081783,78.311367
14.092833,78.314917
14.0784,78.309383
14.0278893,78.3852775
14.03438,78.31317
14.051933,78.407583
14.051967,78.407583
14.079933,78.310617
14.0281671,78.3857686
14.0275573,78.3839226
14.0805,78.357417
14.077283,78.35745
17.71698,83.2552733
16.3633257,81.276437
16.4236577,81.6892739
16.0450541,78.9174172
16.0760251,78.911222
16.0771674,78.9153164
17.7087291,83.2149929
15.986869,78.9392885
15.9585321,78.9086502
15.9663868,78.9203727
15.961646,78.9311935
15.9904868,78.9418936
15.8754981,78.871407
15.9597532,78.90983
16.0340228,78.9510288
16.0372791,78.9516985
16.8805093,82.2487861
16.0662581,78.9107633
16.0437741,78.9272775
16.0412093,78.9430638
16.0375088,78.9526271
16.0230645,78.9447749
16.0111438,78.9387003
15.9610508,78.9968427
15.9485317,79.0379787
15.9442792,79.0728649
15.9211874,79.0977159
15.912872,79.0956856
15.9081245,79.0880531
15.9101641,79.0699449
15.8784736,78.8843109
15.9116639,79.0578639
15.9184227,79.0495791
15.9197784,79.0140739
15.9191569,79.001874
15.9140511,78.98044
15.9037548,78.9510804
15.8932053,78.9318708
16.0741775,78.9084069
14.73626,79.0513831
14.7363633,79.0510014
14.7362306,79.0510723
14.7362382,79.0510141
14.7362867,79.0509895
14.7363055,79.0511025
14.7362734,79.0510068
14.7362673,79.0514443
14.7362861,79.0510465
14.5436046,79.0226749
14.6918029,79.0087638
14.7292184,79.0486264
14.7362626,79.0511362
14.7230068,79.0225919
14.7362876,79.0508933
14.7360253,79.0505574
14.7369668,79.0506431
16.0725599,78.9094683
16.0693137,78.9090926
17.7270129,83.3213744
17.7316985,83.3229683
16.0593894,78.8764468
16.0527049,78.8920422
16.0594638,78.9084218
13.1318923,79.1132415
13.5903864,79.2083685
13.6521773,79.0360644
13.6619877,78.9239898
13.6618924,78.9444052
13.6245823,78.9905199
13.5939788,79.0696325
14.64089,79.0441487
14.6567934,79.0428275
13.7005911,80.0577073
13.5620253,80.0226019
16.880154,82.2454183
16.9632117,82.2106423
17.2557878,81.9585072
17.6334075,81.6358104
17.8293976,81.6327735
17.410955,81.591136
17.184325,81.8371509
17.8376345,81.6770641
17.8670785,81.6996741
17.7175711,83.3248282
17.7779569,83.3325909
17.4866667,82.9744444
17.4916796,83.0031896
17.714864,83.323688
16.8820798,82.2460855
13.6391687,79.4657717
17.7240808,83.3291012
16.9374952,81.9548826
16.5064749,80.6125283
16.3386131,80.6221687
14.7262316,79.0588128
17.7209524,83.319937
17.7136144,83.3238959
17.7210444,83.3198646
14.6840415,79.0003624
14.6877023,79.0156639
13.7535501,79.633481
14.7351612,79.0498765
13.7263574,80.1447916
13.7504098,79.6276954
13.7463565,79.6136509
13.657776,79.5129439
13.7725973,79.4286277
13.7194669,77.4973118
17.6258047,83.1828632
13.7013454,79.4906439
13.7116764,79.4869325
13.7712081,79.4303929
13.7595146,79.595214
13.2018127,79.108268
13.21019,79.181742
17.9106999,83.1859745
17.711845,83.2315633
16.519882,80.676362
17.815254,83.4106154
14.740095,79.0347221
17.7178913,83.2564648
16.5661658,80.6192056
14.6877655,79.1362742
14.6846057,79.1336113
14.6835941,79.127509
14.6965926,79.1164523
14.7010707,79.1155139
14.7096825,79.1170644
14.7171364,79.1146834
14.7362415,79.0510085
16.7231109,81.3695717
16.3548344,81.4255789
13.7119319,79.3221306
13.725276,79.3260531
13.7203017,79.3444292
13.712,79.322
18.5736873,84.2649651
13.7025397,80.0619087
13.6982308,80.0526839
13.7051889,80.0670297
16.5680922,80.7502509
13.6559769,79.4801267
12.9408823,78.6184252
12.9303087,78.6471346
12.94239,78.6040947
12.774951,78.2415133
12.7674835,78.2485612
12.7850206,78.2647748
16.5798149,80.7008119
13.6456603,79.1973373
13.5809317,79.1937495
13.7939782,79.0736096
13.8892081,78.9977815
14.0115115,78.9342944
14.0925783,78.9437645
14.1344815,79.0647192
14.1265935,79.015507
14.1538139,79.0858655
14.1904816,79.1576645
13.6451062,79.4712046
13.6460792,79.4706863
16.5803072,80.69952
16.462144,80.749741
16.5751507,80.7287831
16.6340589,80.6306899
16.6499206,80.6286173
16.5812319,80.7513987
17.7284944,83.2234955
15.8809582,78.6192706
15.9661271,78.9203427
15.7444321,78.0117792
16.0412513,78.9418408
16.9963278,82.2796633
17.0003875,82.2865072
16.9930511,82.278575
17.0020311,82.2830672
16.9953247,82.2782983
17.018975,82.2890323
16.60215,80.616563
16.6187,80.4595944
16.580521,80.7236043
17.690431,83.287096
18.029272,82.8897289
16.4115549,80.7087704
17.8954002,83.4522289
17.9262229,83.4323374
16.6050211,80.5759099
16.9064286,82.2361092
16.9067078,82.2354823
16.5969957,82.2720739
15.5410828,80.0059558
17.6984698,81.9595275
17.6640859,81.9521714
14.8494935,77.4047184
14.6237837,77.4955637
14.6544833,77.5540925
14.3219455,77.7470388
17.6786341,81.956432
16.3814737,81.514874
16.6478037,80.4218073
16.6416743,80.7961035
17.1071502,82.2281197
15.910822,78.228883
15.7360311,78.3576488
15.9748642,81.1007973
16.6401388,80.6215966
17.1215058,81.8805071
17.2519906,81.660233
17.2483676,81.6972036
16.5777592,80.698548
16.2140381,80.842455
18.0590431,83.3419431
18.5422702,84.2576188
18.5773465,84.2602093
17.8713883,83.430713
16.5376867,79.4061327
13.2075646,78.6587314
16.8392412,82.3037681
17.1165976,81.9339896
17.1339417,81.8503429
17.1436847,81.8584164
17.1959607,81.8537217
18.2564929,83.3387185
18.1130585,83.4030529
13.549004,79.999624
17.5836587,83.1148339
17.538223,83.0902279
17.5881212,83.1185018
13.642565,79.445132
13.6344067,79.2758401
13.896443,77.6969887
13.218617,79.174771
15.8134013,78.0264568
15.7511428,78.0155543
15.6957097,77.9825014
15.6387198,77.9563937
15.5754723,77.9370077
15.4765185,77.9000496
15.3447057,77.8168732
15.2739276,77.7702952
15.1895553,77.6999831
15.1503352,77.6701877
15.0448037,77.6258395
15.0121214,77.6183903
14.9641401,77.602104
14.9007566,77.5869226
14.831115,77.5990915
14.7621613,77.6014562
14.7014548,77.5932355
14.6261979,77.5953905
14.5882827,77.6129022
14.5411182,77.6278045
14.0903071,77.6161607
14.043878,77.6113435
14.013652,77.6129284
13.9960794,77.6440126
13.9718318,77.6748294
13.9471734,77.6833403
13.9211504,77.6917945
13.8911134,77.7025928
17.3477284,81.3058907
16.7001097,81.0569748
13.5257216,79.5326456
13.8741945,79.8551282
13.8622264,79.8372568
13.8405216,79.8134402
13.8205288,79.7901723
13.8007389,79.7660596
13.77659,79.7326533
13.768495,79.7084118
13.7359558,79.673911
13.7222773,79.655256
13.6558961,79.5505307
13.7093053,79.6296929
13.6967411,79.6059779
13.6870346,79.58217
13.6706394,79.5661862
13.7031523,79.4954529
13.6475036,79.5226089
13.671174,79.5104712
13.6322738,79.513189
13.6106261,79.5100396
13.3665489,79.4182858
13.395767,79.4263617
13.5581171,79.5248407
13.2251094,79.4434762
13.7338054,79.4730671
13.5823185,79.5140714
13.7664069,79.4355296
13.7762887,79.4237494
13.8113011,79.4065659
13.8239182,79.7962205
13.8896607,79.8767068
13.6649927,79.5135406
13.4884861,79.5354745
13.4451476,79.5512771
13.4345545,79.5090572
13.4289102,79.4601528
13.4204041,79.4468805
15.4799316,80.047236
15.8277081,80.0442923
15.80974,80.0413781
16.08147,80.1588792
16.0567468,80.145769
16.0252112,80.1262996
15.982841,80.1021696
15.7876227,80.0375517
15.7614688,80.031333
15.7214697,80.0154702
15.6718712,80.0167439
16.4991172,80.6309604
16.5581634,80.8381596
16.8107169,81.3267884
16.7474607,81.1690623
16.7641798,81.2019116
16.985755,81.7984983
17.3778235,82.6016632
15.5632498,80.0502338
17.686345,83.0291087
17.6836864,83.0280562
17.6691904,82.9586874
17.6799587,83.0241886
17.6758504,83.0117307
17.677041,82.9976411
17.5723337,82.8609354
17.5520181,82.8442021
17.5343519,82.8255324
17.6794012,82.9817666
17.5974152,82.8731626
17.4781054,82.7801128
17.4562292,82.7638478
17.4056272,82.7023007
17.4209056,82.7334785
17.3930026,82.656967
17.3977188,82.6754209
17.3773926,82.6008174
17.371486,82.5812243
17.3634332,82.5470097
17.3480484,82.5194592
17.497829,82.7927334
17.6569689,82.9331916
17.5168371,82.8085425
17.6452874,82.9094919
17.2691043,82.3963971
17.3295404,82.4900061
17.3120333,82.454855
17.6242458,82.8877427
17.286948,82.4186922
17.2385023,82.162807
17.2258567,82.2338708
17.2296593,82.1306727
17.1821788,82.071082
17.220411,82.2671393
17.2335372,82.1973387
17.1586683,82.0116025
17.1684671,82.041706
17.2030468,82.0977058
17.1144608,81.927213
17.0879937,81.9058901
17.2529432,82.3680431
17.2431223,82.3386996
17.1484179,81.9834911
17.0642028,81.8782484
16.8018173,81.8601994
16.7534905,81.8392553
16.778581,81.8543905
16.7172669,81.8284895
16.692585,81.8153032
16.7202728,81.765466
16.6912111,81.7902514
16.7448897,81.7420251
16.8030117,81.2507683
16.7081943,81.8252322
17.2312977,82.3023105
16.7024043,81.0300952
17.1326125,81.9532777
16.6711053,81.0143105
16.7883573,81.2278113
16.64779,80.9873573
16.6186737,80.9292607
16.6104373,80.9149161
16.6287969,80.9483106
16.6011953,80.8973754
16.7406403,81.1233048
16.5446637,80.8114511
16.5259882,80.7782817
16.5171626,80.7008318
16.5129662,80.7370603
16.5135188,80.6689062
16.5809466,80.8727193
16.5216547,80.6769724
17.0454178,81.8464631
16.4281831,80.5760001
17.0160341,81.8157308
16.8073482,81.2802081
16.3418059,80.4896423
16.4974222,80.6534211
16.4928942,80.6261614
16.3033444,80.5072569
16.3962947,80.5436755
16.3686376,80.5120254
16.2773549,80.4150173
16.2786036,80.4759754
16.3153559,80.4837646
16.3035455,80.4879868
16.2005552,80.2758401
16.2278415,80.3121865
16.1774994,80.236921
16.1231722,80.1817044
16.1550378,80.208972
15.5055097,80.0330105
15.631858,80.0191506
15.538138,80.050067
16.2518529,80.3358538
15.5613705,80.0512201
15.6082842,80.0269633
16.2982478,80.4834362
16.2694369,80.4496115
16.272408,80.3719286
18.1391427,83.6290628
18.1009863,83.5609867
17.6842157,83.1834046
17.6427416,82.9040546
17.6555646,82.9283927
16.9608211,81.7943547
17.6694178,82.9600365
17.6791471,82.9839276
16.884909,81.8086289
17.6749932,83.0047566
17.683098,83.025256
16.8301268,81.8469733
