LOCALITY,LATITUDE,LONGITUDE,DISTRICT,ST_NM,COMMON.NAME,historical.status,season
Rangmati Dam,22.3365486,70.047307,Jamnagar,GUJARAT,Sociable Lapwing,Y,Winter
Juni Akhol,22.345986,72.5453122,Anand,GUJARAT,Greater Flamingo,N,Winter
Khijadiya/Sachana/Dhinchda,22.4735464,70.0689998,Jamnagar,GUJARAT,Indian Skimmer,N,Winter
Khijadiya/Sachana/Dhinchda,22.4795952,70.0513758,Jamnagar,GUJARAT,Indian Skimmer,N,Winter
Khijadiya/Sachana/Dhinchda,22.4980995,70.0557116,Jamnagar,GUJARAT,Indian Skimmer,N,Winter
Khijadiya/Sachana/Dhinchda,22.4987301,70.019871,Jamnagar,GUJARAT,Indian Skimmer,N,Winter
Khijadiya/Sachana/Dhinchda,22.4987301,70.019871,Jamnagar,GUJARAT,Indian Skimmer,N,Passage/Summer
Khijadiya/Sachana/Dhinchda,22.4992117,70.0184434,Jamnagar,GUJARAT,Indian Skimmer,N,Winter
Khijadiya/Sachana/Dhinchda,22.499796,70.022777,Jamnagar,GUJARAT,Indian Skimmer,N,Winter
Khijadiya/Sachana/Dhinchda,22.499931,70.050771,Jamnagar,GUJARAT,Great Knot,N,Winter
Khijadiya/Sachana/Dhinchda,22.5000486,70.0278707,Jamnagar,GUJARAT,Indian Skimmer,N,Winter
Khijadiya/Sachana/Dhinchda,22.5014807,70.0423694,Jamnagar,GUJARAT,Great Knot,N,Winter
Khijadiya/Sachana/Dhinchda,22.5016343,70.0297865,Jamnagar,GUJARAT,Indian Skimmer,N,Winter
Khijadiya/Sachana/Dhinchda,22.5028034,70.0195433,Jamnagar,GUJARAT,Indian Skimmer,N,Winter
Khijadiya/Sachana/Dhinchda,22.5045203,70.0374421,Jamnagar,GUJARAT,Indian Skimmer,N,Winter
Khijadiya/Sachana/Dhinchda,22.504731,70.0467372,Jamnagar,GUJARAT,Indian Skimmer,N,Winter
Khijadiya/Sachana/Dhinchda,22.504825,70.049326,Jamnagar,GUJARAT,Indian Skimmer,N,Winter
Khijadiya/Sachana/Dhinchda,22.505834,70.034228,Jamnagar,GUJARAT,Indian Skimmer,N,Winter
Khijadiya/Sachana/Dhinchda,22.5063704,70.025192,Jamnagar,GUJARAT,Indian Skimmer,N,Winter
Khijadiya/Sachana/Dhinchda,22.507158,70.033023,Jamnagar,GUJARAT,Indian Skimmer,N,Winter
Khijadiya/Sachana/Dhinchda,22.5089033,70.0321317,Jamnagar,GUJARAT,Indian Skimmer,N,Winter
Khijadiya/Sachana/Dhinchda,22.5096709,70.0308125,Jamnagar,GUJARAT,Indian Skimmer,N,Winter
Khijadiya/Sachana/Dhinchda,22.5105376,70.0298898,Jamnagar,GUJARAT,Indian Skimmer,N,Winter
Khijadiya/Sachana/Dhinchda,22.5105964,70.0297597,Jamnagar,GUJARAT,Indian Skimmer,N,Winter
Khijadiya/Sachana/Dhinchda,22.510865,70.0305833,Jamnagar,GUJARAT,Indian Skimmer,N,Winter
Khijadiya/Sachana/Dhinchda,22.511812,70.0852442,Jamnagar,GUJARAT,Indian Skimmer,Y,Passage/Summer
Khijadiya/Sachana/Dhinchda,22.5199808,70.0488582,Jamnagar,GUJARAT,Indian Skimmer,N,Winter
Khijadiya/Sachana/Dhinchda,22.5207236,70.0482702,Jamnagar,GUJARAT,Great Knot,N,Passage/Summer
Khijadiya/Sachana/Dhinchda,22.5236846,70.1422461,Jamnagar,GUJARAT,Black-tailed Godwit,N,Winter
Khijadiya/Sachana/Dhinchda,22.5236846,70.1422461,Jamnagar,GUJARAT,Great Knot,N,Winter
Khijadiya/Sachana/Dhinchda,22.5236846,70.1422461,Jamnagar,GUJARAT,Common Pochard,N,Winter
Khijadiya/Sachana/Dhinchda,22.5237197,70.1777767,Jamnagar,GUJARAT,Great Knot,N,Winter
Khijadiya/Sachana/Dhinchda,22.5238157,70.1859856,Jamnagar,GUJARAT,Indian Skimmer,N,Passage/Summer
Khijadiya/Sachana/Dhinchda,22.5238157,70.1859856,Jamnagar,GUJARAT,Great Knot,N,Winter
Khijadiya/Sachana/Dhinchda,22.5245292,70.044322,Jamnagar,GUJARAT,Great Knot,N,Winter
Khijadiya/Sachana/Dhinchda,22.5442622,70.0381727,Jamnagar,GUJARAT,Indian Skimmer,N,Winter
Khijadiya/Sachana/Dhinchda,22.5483914,70.0313401,Jamnagar,GUJARAT,Indian Skimmer,N,Winter
Pariej Lake,22.5492832,72.6235127,Kheda,GUJARAT,Black-tailed Godwit,N,Winter
Pariej Lake,22.5492832,72.6235127,Kheda,GUJARAT,Black-tailed Godwit,N,Passage/Summer
Khijadiya/Sachana/Dhinchda,22.5566642,70.1689482,Jamnagar,GUJARAT,Great Knot,N,Winter
Khijadiya/Sachana/Dhinchda,22.5635629,70.0397834,Jamnagar,GUJARAT,Indian Skimmer,N,Winter
Khijadiya/Sachana/Dhinchda,22.5751522,70.2028876,Jamnagar,GUJARAT,Great Knot,N,Passage/Summer
Khijadiya/Sachana/Dhinchda,22.580552,70.1900249,Jamnagar,GUJARAT,Eurasian Curlew,N,Winter
Khijadiya/Sachana/Dhinchda,22.58165,70.19301,Jamnagar,GUJARAT,Great Knot,N,Winter
Khijadiya/Sachana/Dhinchda,22.581653,70.189986,Jamnagar,GUJARAT,Great Knot,N,Winter
Khijadiya/Sachana/Dhinchda,22.5827554,70.1929969,Jamnagar,GUJARAT,Great Knot,N,Winter
Khijadiya/Sachana/Dhinchda,22.5835751,70.1932832,Jamnagar,GUJARAT,Eurasian Curlew,N,Winter
Khijadiya/Sachana/Dhinchda,22.5835751,70.1932832,Jamnagar,GUJARAT,Great Knot,N,Winter
Khijadiya/Sachana/Dhinchda,22.5988362,70.1978447,Jamnagar,GUJARAT,Great Knot,N,Winter
Marine NP--Pirotan Island,22.6019836,69.9518871,Jamnagar,GUJARAT,Eurasian Curlew,Y,Winter
Marine NP--Pirotan Island,22.6019836,69.9518871,Jamnagar,GUJARAT,Great Knot,Y,Passage/Summer
Khijadiya/Sachana/Dhinchda,22.602847,70.2009869,Jamnagar,GUJARAT,Indian Skimmer,N,Passage/Summer
Khijadiya/Sachana/Dhinchda,22.602847,70.2009869,Jamnagar,GUJARAT,Great Knot,N,Winter
Khijadiya/Sachana/Dhinchda,22.602847,70.2009869,Jamnagar,GUJARAT,Indian Skimmer,Y,Passage/Summer
Pirotan Island,22.6032331,69.9522117,Jamnagar,GUJARAT,Eurasian Curlew,Y,Winter
Bagodara Wetlands and Saltpans,22.6490921,72.2065932,Ahmadabad,GUJARAT,Greater Flamingo,N,Passage/Summer
Nalsarovar Bird Sanctuary,22.7448217,72.2961467,Ahmadabad,GUJARAT,Sociable Lapwing,N,Winter
Nalsarovar Bird Sanctuary,22.7923445,72.0231432,Surendranagar,GUJARAT,Sociable Lapwing,N,Winter
Nalsarovar Bird Sanctuary,22.7923445,72.0231432,Surendranagar,GUJARAT,Black-tailed Godwit,N,Winter
Nalsarovar Bird Sanctuary,22.7923445,72.0231432,Surendranagar,GUJARAT,Sociable Lapwing,N,Passage/Summer
Nalsarovar Bird Sanctuary,22.7923445,72.0231432,Surendranagar,GUJARAT,Greater Flamingo,N,Passage/Summer
Nalsarovar Bird Sanctuary,22.812913,72.258332,Ahmadabad,GUJARAT,Sociable Lapwing,N,Winter
Nalsarovar Bird Sanctuary,22.8141674,72.1540165,Ahmadabad,GUJARAT,Sociable Lapwing,N,Winter
Nalsarovar Bird Sanctuary,22.814561,72.153086,Ahmadabad,GUJARAT,Sociable Lapwing,N,Winter
Nalsarovar Bird Sanctuary,22.815896,72.261633,Ahmadabad,GUJARAT,Sociable Lapwing,N,Winter
Nalsarovar Bird Sanctuary,22.8160927,72.0464757,Ahmadabad,GUJARAT,Sociable Lapwing,N,Winter
Nalsarovar Bird Sanctuary,22.8165931,72.2803909,Ahmadabad,GUJARAT,Sociable Lapwing,N,Winter
Nalsarovar Bird Sanctuary,22.816824,72.2634541,Ahmadabad,GUJARAT,Sociable Lapwing,N,Winter
Nalsarovar Bird Sanctuary,22.8178957,72.0456845,Ahmadabad,GUJARAT,Sociable Lapwing,N,Winter
Nalsarovar Bird Sanctuary,22.8181417,72.045426,Ahmadabad,GUJARAT,Sociable Lapwing,N,Winter
Nalsarovar Bird Sanctuary,22.8182768,72.3013536,Ahmadabad,GUJARAT,Sociable Lapwing,N,Winter
Nalsarovar Bird Sanctuary,22.8189177,72.1266994,Ahmadabad,GUJARAT,Sociable Lapwing,N,Winter
Nalsarovar Bird Sanctuary,22.8189835,72.0464623,Ahmadabad,GUJARAT,Sociable Lapwing,N,Winter
Nalsarovar Bird Sanctuary,22.819002,72.2612052,Ahmadabad,GUJARAT,Sociable Lapwing,N,Passage/Summer
Nalsarovar Bird Sanctuary,22.8193049,72.0436406,Ahmadabad,GUJARAT,Sociable Lapwing,N,Winter
Nalsarovar Bird Sanctuary,22.8195002,72.3034052,Ahmadabad,GUJARAT,Sociable Lapwing,N,Winter
Nalsarovar Bird Sanctuary,22.8202049,72.284063,Ahmadabad,GUJARAT,Sociable Lapwing,N,Winter
Nalsarovar Bird Sanctuary,22.8202589,72.2854156,Ahmadabad,GUJARAT,Sociable Lapwing,N,Winter
Nalsarovar Bird Sanctuary,22.820791,72.2887711,Ahmadabad,GUJARAT,Sociable Lapwing,N,Winter
Nalsarovar Bird Sanctuary,22.8209918,72.3318595,Ahmadabad,GUJARAT,Sociable Lapwing,N,Winter
Nalsarovar Bird Sanctuary,22.8213618,72.0429325,Ahmadabad,GUJARAT,Sociable Lapwing,N,Winter
Nalsarovar Bird Sanctuary,22.8213618,72.042954,Ahmadabad,GUJARAT,Sociable Lapwing,N,Winter
Nalsarovar Bird Sanctuary,22.8216885,72.2612369,Ahmadabad,GUJARAT,Sociable Lapwing,N,Winter
Nalsarovar Bird Sanctuary,22.822067,72.29472,Ahmadabad,GUJARAT,Sociable Lapwing,N,Winter
Nalsarovar Bird Sanctuary,22.8221536,72.2607966,Ahmadabad,GUJARAT,Sociable Lapwing,N,Winter
Nalsarovar Bird Sanctuary,22.822176,72.253663,Ahmadabad,GUJARAT,Sociable Lapwing,N,Winter
Nalsarovar Bird Sanctuary,22.8222107,72.1352468,Ahmadabad,GUJARAT,Sociable Lapwing,N,Winter
Nalsarovar Bird Sanctuary,22.822254,72.304087,Ahmadabad,GUJARAT,Sociable Lapwing,N,Winter
Nalsarovar Bird Sanctuary,22.8224609,72.2833945,Ahmadabad,GUJARAT,Sociable Lapwing,N,Winter
Mandvi Beach,22.8230417,69.3420677,Kachchh,GUJARAT,Sociable Lapwing,N,Winter
Nalsarovar Bird Sanctuary,22.8232275,72.261525,Ahmadabad,GUJARAT,Sociable Lapwing,N,Winter
Nalsarovar Bird Sanctuary,22.823348,72.1011518,Ahmadabad,GUJARAT,Sociable Lapwing,N,Winter
Nalsarovar Bird Sanctuary,22.82371,72.2874117,Ahmadabad,GUJARAT,Sociable Lapwing,N,Winter
Nalsarovar Bird Sanctuary,22.823783,72.287232,Ahmadabad,GUJARAT,Sociable Lapwing,N,Winter
Nalsarovar Bird Sanctuary,22.8238,72.2872,Ahmadabad,GUJARAT,Sociable Lapwing,N,Winter
Nalsarovar Bird Sanctuary,22.823881,72.2872702,Ahmadabad,GUJARAT,Sociable Lapwing,N,Winter
Nalsarovar Bird Sanctuary,22.8240259,72.114432,Ahmadabad,GUJARAT,Sociable Lapwing,N,Winter
Nalsarovar Bird Sanctuary,22.824194,72.1211546,Ahmadabad,GUJARAT,Sociable Lapwing,N,Passage/Summer
Nalsarovar Bird Sanctuary,22.825111,72.121087,Ahmadabad,GUJARAT,Sociable Lapwing,N,Winter
Nalsarovar Bird Sanctuary,22.825319,72.2733608,Ahmadabad,GUJARAT,Sociable Lapwing,N,Winter
Nalsarovar Bird Sanctuary,22.8254877,72.2948428,Ahmadabad,GUJARAT,Sociable Lapwing,N,Winter
Nalsarovar Bird Sanctuary,22.825498,72.2942353,Ahmadabad,GUJARAT,Sociable Lapwing,N,Winter
Nalsarovar Bird Sanctuary,22.8257177,72.121272,Ahmadabad,GUJARAT,Sociable Lapwing,N,Winter
Nalsarovar Bird Sanctuary,22.8265896,72.0386172,Surendranagar,GUJARAT,Greater Flamingo,N,Passage/Summer
Nalsarovar Bird Sanctuary,22.8265896,72.0386172,Surendranagar,GUJARAT,Lesser Flamingo,N,Passage/Summer
Nalsarovar Bird Sanctuary,22.8283633,72.2803908,Ahmadabad,GUJARAT,Sociable Lapwing,N,Winter
Nalsarovar Bird Sanctuary,22.8284291,72.2840038,Ahmadabad,GUJARAT,Sociable Lapwing,N,Winter
Nalsarovar Bird Sanctuary,22.8285157,72.0574936,Ahmadabad,GUJARAT,Sociable Lapwing,N,Winter
Nalsarovar Bird Sanctuary,22.8297869,72.0982611,Ahmadabad,GUJARAT,Sociable Lapwing,N,Winter
Nalsarovar Bird Sanctuary,22.8300274,72.1069023,Ahmadabad,GUJARAT,Sociable Lapwing,N,Winter
Nalsarovar Bird Sanctuary,22.8323791,72.0637875,Ahmadabad,GUJARAT,Sociable Lapwing,N,Winter
Nalsarovar Bird Sanctuary,22.8418286,72.2990169,Ahmadabad,GUJARAT,Sociable Lapwing,N,Winter
Nalsarovar Bird Sanctuary,22.846343,72.3320858,Ahmadabad,GUJARAT,Sociable Lapwing,N,Winter
Nalsarovar Bird Sanctuary,22.85082,72.075391,Ahmadabad,GUJARAT,Sociable Lapwing,N,Winter
Nalsarovar Bird Sanctuary,22.8567352,72.0381952,Ahmadabad,GUJARAT,Sociable Lapwing,N,Winter
Nalsarovar Bird Sanctuary,22.8740152,72.0914351,Ahmadabad,GUJARAT,Sociable Lapwing,N,Winter
Nalsarovar Bird Sanctuary,22.876501,72.020498,Ahmadabad,GUJARAT,Sociable Lapwing,N,Winter
Nalsarovar Bird Sanctuary,22.9199388,72.4394488,Ahmadabad,GUJARAT,Black-tailed Godwit,N,Winter
Bhaskarpura Wetlands,22.9864414,71.9321934,Surendranagar,GUJARAT,Common Pochard,N,Winter
Thol Bird Sanctuary,23.0797784,72.5231301,Ahmadabad,GUJARAT,Black-tailed Godwit,N,Winter
Thol Bird Sanctuary,23.1331381,72.4030352,Gandhinagar,GUJARAT,Black-tailed Godwit,N,Winter
Thol Bird Sanctuary,23.134043,72.3991161,Mahesana,GUJARAT,Sociable Lapwing,N,Winter
Little Rann of Kachchh,23.1358401,71.7397785,Kachchh,GUJARAT,Greater Flamingo,N,Winter
Little Rann of Kachchh,23.1379133,71.768918,Surendranagar,GUJARAT,Sociable Lapwing,N,Winter
Little Rann of Kachchh,23.1379133,71.768918,Surendranagar,GUJARAT,Lesser Flamingo,N,Passage/Summer
Little Rann of Kachchh,23.1595322,71.7132568,Kachchh,GUJARAT,Sociable Lapwing,N,Winter
Little Rann of Kachchh,23.2075874,71.739006,Surendranagar,GUJARAT,Sociable Lapwing,N,Winter
Little Rann of Kachchh,23.2145802,71.7534433,Surendranagar,GUJARAT,Sociable Lapwing,N,Winter
Little Rann of Kachchh,23.2175875,70.9781326,Kachchh,GUJARAT,Sociable Lapwing,N,Winter
Jakhau,23.2277805,68.613224,Kachchh,GUJARAT,Great Knot,Y,Winter
Little Rann of Kachchh,23.2502576,71.6939449,Kachchh,GUJARAT,Sociable Lapwing,N,Winter
Little Rann of Kachchh,23.270404,71.67273,Surendranagar,GUJARAT,Lesser Flamingo,N,Winter
Little Rann of Kachchh,23.3198481,71.8458009,Surendranagar,GUJARAT,Sociable Lapwing,Y,Winter
Little Rann of Kachchh,23.3477446,71.7974567,Surendranagar,GUJARAT,Sociable Lapwing,N,Winter
Little Rann of Kachchh,23.3888993,71.3415944,Kachchh,GUJARAT,Sociable Lapwing,N,Winter
Great Rann of Kachchh--Banni Grasslands/Wetlands,23.4123972,69.3098618,Kachchh,GUJARAT,Sociable Lapwing,N,Winter
Little Rann of Kachchh,23.4148949,71.4421391,Kachchh,GUJARAT,Lesser Flamingo,N,Winter
Little Rann of Kachchh,23.4265513,71.9726694,Ahmadabad,GUJARAT,Sociable Lapwing,N,Winter
Great Rann of Kachchh--Banni Grasslands/Wetlands,23.4383142,69.9236441,Kachchh,GUJARAT,Sociable Lapwing,N,Winter
Halali Dam,23.4824443,77.4914015,Bhopal,MADHYA PRADESH,Black-tailed Godwit,N,Winter
Shankheswar Lake,23.5141793,71.7890207,Patan,GUJARAT,Sociable Lapwing,Y,Winter
Little Rann of Kachchh,23.541775,71.14233,Kachchh,GUJARAT,Little Stint,N,Winter
Great Rann of Kachchh--Banni Grasslands/Wetlands,23.5822381,69.3151474,Kachchh,GUJARAT,Sociable Lapwing,N,Winter
Great Rann of Kachchh--Banni Grasslands/Wetlands,23.5822381,69.3151474,Kachchh,GUJARAT,Sociable Lapwing,Y,Winter
Great Rann of Kachchh--Banni Grasslands/Wetlands,23.5822381,69.3151474,Kachchh,GUJARAT,Greater Flamingo,N,Passage/Summer
Great Rann of Kachchh--Banni Grasslands/Wetlands,23.5822381,69.3151474,Kachchh,GUJARAT,Greater Flamingo,Y,Passage/Summer
Great Rann of Kachchh--Banni Grasslands/Wetlands,23.5822381,69.3151474,Kachchh,GUJARAT,Lesser Flamingo,Y,Winter
Great Rann of Kachchh--Banni Grasslands/Wetlands,23.5822381,69.3151474,Kachchh,GUJARAT,Black-tailed Godwit,Y,Winter
Great Rann of Kachchh--Banni Grasslands/Wetlands,23.5822381,69.3151474,Kachchh,GUJARAT,Lesser Flamingo,Y,Passage/Summer
Great Rann of Kachchh--Banni Grasslands/Wetlands,23.5871151,69.2488003,Kachchh,GUJARAT,Sociable Lapwing,N,Winter
Great Rann of Kachchh--Banni Grasslands/Wetlands,23.5871151,69.2488003,Kachchh,GUJARAT,Sociable Lapwing,Y,Winter
Great Rann of Kachchh--Banni Grasslands/Wetlands,23.5871151,69.2488003,Kachchh,GUJARAT,Sociable Lapwing,Y,Passage/Summer
Great Rann of Kachchh--Banni Grasslands/Wetlands,23.587321,69.620047,Kachchh,GUJARAT,Sociable Lapwing,N,Winter
Great Rann of Kachchh--Banni Grasslands/Wetlands,23.6136994,69.3043327,Kachchh,GUJARAT,Sociable Lapwing,Y,Winter
Great Rann of Kachchh--Banni Grasslands/Wetlands,23.616547,69.3855286,Kachchh,GUJARAT,Sociable Lapwing,N,Winter
Great Rann of Kachchh--Banni Grasslands/Wetlands,23.6240926,69.9063599,Kachchh,GUJARAT,Greater Flamingo,N,Winter
Great Rann of Kachchh--Banni Grasslands/Wetlands,23.628821,70.400987,Kachchh,GUJARAT,Greater Flamingo,N,Winter
Great Rann of Kachchh--Banni Grasslands/Wetlands,23.6523648,69.5623014,Kachchh,GUJARAT,Sociable Lapwing,N,Winter
Great Rann of Kachchh--Banni Grasslands/Wetlands,23.6707922,69.6005988,Kachchh,GUJARAT,Sociable Lapwing,N,Winter
Great Rann of Kachchh--Banni Grasslands/Wetlands,23.6924389,69.4963888,Kachchh,GUJARAT,Sociable Lapwing,N,Winter
Great Rann of Kachchh--Banni Grasslands/Wetlands,23.6962494,69.3216705,Kachchh,GUJARAT,Sociable Lapwing,N,Winter
Great Rann of Kachchh--Banni Grasslands/Wetlands,23.713472,69.314142,Kachchh,GUJARAT,Sociable Lapwing,N,Winter
Great Rann of Kachchh--Banni Grasslands/Wetlands,23.715508,69.312012,Kachchh,GUJARAT,Sociable Lapwing,N,Winter
Great Rann of Kachchh--Banni Grasslands/Wetlands,23.7440263,69.3314754,Kachchh,GUJARAT,Sociable Lapwing,Y,Winter
Great Rann of Kachchh--Dholavira/Nanda Bet,23.801798,69.5041466,Kachchh,GUJARAT,Sociable Lapwing,N,Winter
Great Rann of Kachchh--Dholavira/Nanda Bet,23.8728879,70.1932597,Kachchh,GUJARAT,Greater Flamingo,N,Passage/Summer
Great Rann of Kachchh--Dholavira/Nanda Bet,23.8784604,70.2110052,Kachchh,GUJARAT,Greater Flamingo,N,Winter
Great Rann of Kachchh--Dholavira/Nanda Bet,23.897379,70.6212981,Kachchh,GUJARAT,Greater Flamingo,N,Passage/Summer
Great Rann of Kachchh--Dholavira/Nanda Bet,23.9044919,70.5453935,Kachchh,GUJARAT,Lesser Flamingo,Y,Passage/Summer
Great Rann of Kachchh--Dholavira/Nanda Bet,23.9075007,70.5348612,Kachchh,GUJARAT,Lesser Flamingo,Y,Winter
Great Rann of Kachchh--Dholavira/Nanda Bet,23.9075041,70.4779816,Kachchh,GUJARAT,Lesser Flamingo,N,Passage/Summer
Great Rann of Kachchh--Dholavira/Nanda Bet,23.9077589,70.507284,Kachchh,GUJARAT,Lesser Flamingo,N,Winter
Great Rann of Kachchh--Dholavira/Nanda Bet,23.9077589,70.507284,Kachchh,GUJARAT,Greater Flamingo,N,Winter
Great Rann of Kachchh--Dholavira/Nanda Bet,23.9077589,70.507284,Kachchh,GUJARAT,Lesser Flamingo,N,Passage/Summer
Great Rann of Kachchh--Dholavira/Nanda Bet,23.9077589,70.507284,Kachchh,GUJARAT,Black-tailed Godwit,N,Passage/Summer
Great Rann of Kachchh--Dholavira/Nanda Bet,23.907886,70.485257,Kachchh,GUJARAT,Lesser Flamingo,N,Passage/Summer
Korada Sandher,23.9252,71.3992213,Patan,GUJARAT,Common Pochard,Y,Winter
Korada  Sandher,23.9327634,71.405199,Patan,GUJARAT,Lesser Flamingo,Y,Winter
Great Rann of Kachchh--Dholavira/Nanda Bet,23.958117,70.624258,Kachchh,GUJARAT,Lesser Flamingo,N,Passage/Summer
Great Rann of Kachchh--Dholavira/Nanda Bet,24.04588,70.587382,Kachchh,GUJARAT,Greater Flamingo,N,Passage/Summer
Great Rann of Kachchh--Dholavira/Nanda Bet,24.04588,70.587382,Kachchh,GUJARAT,Lesser Flamingo,N,Passage/Summer
Great Rann of Kachchh--Dholavira/Nanda Bet,24.0604759,70.0469891,Kachchh,GUJARAT,Greater Flamingo,Y,Winter
Great Rann of Kachchh--Dholavira/Nanda Bet,24.1481081,71.3167308,Banas Kantha,GUJARAT,Lesser Flamingo,N,Winter
Great Rann of Kachchh--Dholavira/Nanda Bet,24.1795861,71.2663989,Kachchh,GUJARAT,Lesser Flamingo,N,Winter
Great Rann of Kachchh--Dholavira/Nanda Bet,24.2602778,70.2213889,Kachchh,GUJARAT,Greater Flamingo,N,Passage/Summer
Great Rann of Kachchh--Dholavira/Nanda Bet,24.3461192,71.0223198,Kachchh,GUJARAT,Greater Flamingo,N,Winter
Great Rann of Kachchh--Dholavira/Nanda Bet,24.3461192,71.0223198,Kachchh,GUJARAT,Lesser Flamingo,N,Winter
Great Rann of Kachchh--Dholavira/Nanda Bet,24.4009576,71.1213044,Kachchh,GUJARAT,Greater Flamingo,N,Winter
Bhupal Sagar Lake,24.852392,74.201078,Chittaurgarh,RAJASTHAN,Black-tailed Godwit,N,Winter
Farakka IBA Panchanandapur,24.9578841,87.9770337,Maldah,WEST BENGAL,Common Pochard,N,Winter
Alania Dam,25.0053504,75.8767748,Kota,RAJASTHAN,Black-tailed Godwit,N,Passage/Summer
Yamuna River--Karehada,25.376848,81.795082,Prayagraj,UTTAR PRADESH,Indian Skimmer,N,Passage/Summer
Ganga River--Prayagraj,25.502388,81.854371,Prayagraj,UTTAR PRADESH,Indian Skimmer,N,Winter
Ganga River--Prayagraj,25.502587,81.854808,Prayagraj,UTTAR PRADESH,Indian Skimmer,N,Winter
Ganga River--Prayagraj,25.5063568,81.86519,Prayagraj,UTTAR PRADESH,Indian Skimmer,N,Passage/Summer
Soorwal Lake,26.0808724,76.3401532,Sawai Madhopur,RAJASTHAN,Indian Skimmer,N,Winter
Deepor Beel,26.1210761,91.6480794,Kamrup Metropolitan,ASSAM,Ferruginous Duck,N,Winter
Deepor Beel,26.1247256,91.6900728,Kamrup Metropolitan,ASSAM,Ferruginous Duck,N,Winter
Deepor Beel,26.1288503,91.6538581,Kamrup Metropolitan,ASSAM,Ferruginous Duck,N,Winter
Deepor Beel,26.1341618,91.6394241,Kamrup Metropolitan,ASSAM,Ferruginous Duck,N,Winter
Pobitora,26.2343483,92.0352371,Morigaon,ASSAM,Ferruginous Duck,N,Winter
Pobitora,26.2434898,92.0392939,Morigaon,ASSAM,Ferruginous Duck,N,Winter
National Chambal Sanctuary--Etawah,26.4842704,79.1905706,Etawah,UTTAR PRADESH,Indian Skimmer,N,Passage/Summer
National Chambal Sanctuary--Etawah,26.4861815,79.1917002,Etawah,UTTAR PRADESH,Indian Skimmer,N,Passage/Summer
National Chambal Sanctuary--Etawah,26.491078,79.1967,Etawah,UTTAR PRADESH,Indian Skimmer,N,Passage/Summer
National Chambal Sanctuary--Etawah,26.49436,79.200171,Etawah,UTTAR PRADESH,Indian Skimmer,N,Winter
National Chambal Sanctuary--Etawah,26.5293867,79.1710116,Etawah,UTTAR PRADESH,Indian Skimmer,N,Passage/Summer
National Chambal Sanctuary--Etawah,26.5295304,79.1714496,Etawah,UTTAR PRADESH,Indian Skimmer,N,Passage/Summer
National Chambal Sanctuary--Etawah,26.529546,79.1717172,Etawah,UTTAR PRADESH,Indian Skimmer,N,Passage/Summer
Mikir Hills,26.570289,93.4119372,Karbi Anglong,ASSAM,Yellow-breasted Bunting,Y,Winter
Kaziranga National Park,26.6063326,93.455286,Golaghat,ASSAM,Yellow-breasted Bunting,N,Winter
National Chambal Gharial Sanctuary--Morena/Dholpur,26.6507301,77.8984653,Morena,MADHYA PRADESH,Indian Skimmer,N,Winter
National Chambal Sanctuary--Bhind,26.650953,78.999931,Bhind,MADHYA PRADESH,Indian Skimmer,N,Passage/Summer
Fulbari Wetlands,26.6522174,88.406393,Jalpaiguri,WEST BENGAL,Yellow-breasted Bunting,N,Passage/Summer
National Chambal Gharial Sanctuary--Morena/Dholpur,26.6563492,77.9011219,Morena,MADHYA PRADESH,Indian Skimmer,N,Winter
National Chambal Gharial Sanctuary--Morena/Dholpur,26.6574862,77.9067536,Morena,MADHYA PRADESH,Indian Skimmer,N,Winter
National Chambal Gharial Sanctuary--Morena/Dholpur,26.6574862,77.9067536,Morena,MADHYA PRADESH,Indian Skimmer,N,Passage/Summer
National Chambal Gharial Sanctuary--Morena/Dholpur,26.6577379,77.9045248,Morena,MADHYA PRADESH,Indian Skimmer,N,Winter
National Chambal Gharial Sanctuary--Morena/Dholpur,26.6582312,77.9060364,Morena,MADHYA PRADESH,Indian Skimmer,N,Winter
National Chambal Gharial Sanctuary--Morena/Dholpur,26.6593164,77.9051013,Morena,MADHYA PRADESH,Indian Skimmer,N,Winter
Fulbari Wetlands,26.6594712,88.4024604,Jalpaiguri,WEST BENGAL,Yellow-breasted Bunting,N,Winter
National Chambal Gharial Sanctuary--Morena/Dholpur,26.6598857,77.9001045,Dhaulpur,RAJASTHAN,Indian Skimmer,N,Winter
National Chambal Gharial Sanctuary--Morena/Dholpur,26.6598857,77.9001045,Dhaulpur,RAJASTHAN,Indian Skimmer,Y,Winter
National Chambal Gharial Sanctuary--Morena/Dholpur,26.6598857,77.9001045,Dhaulpur,RAJASTHAN,Indian Skimmer,Y,Passage/Summer
Kaziranga National Park,26.6651783,93.5614157,Golaghat,ASSAM,Yellow-breasted Bunting,N,Winter
National Chambal Gharial Sanctuary--Morena/Dholpur,26.665833,77.909444,Dhaulpur,RAJASTHAN,Indian Skimmer,N,Passage/Summer
Fulbari Wetlands,26.6681918,88.4079511,Jalpaiguri,WEST BENGAL,Yellow-breasted Bunting,N,Winter
Fulbari Wetlands,26.6681918,88.4079511,Jalpaiguri,WEST BENGAL,Yellow-breasted Bunting,N,Passage/Summer
National Chambal Gharial Sanctuary--Morena/Dholpur,26.6704226,77.8725477,Dhaulpur,RAJASTHAN,Indian Skimmer,N,Winter
National Chambal Gharial Sanctuary--Morena/Dholpur,26.7522315,78.1123772,Dhaulpur,RAJASTHAN,Indian Skimmer,N,Winter
