ASSET.ID,LONGITUDE,LATITUDE,group.id,DISTRICT,ST_NM,g2clip,g3clip,day,month,cyear,type,link,Type,data,,,,,,,,
110473011,72.8468657,19.3858097,G3397512,Thane,Maharashtra,2546,633,223,8,2018,B,,,ebird,,,,,,,,
110576031,72.9492456,18.9079792,G3393285,Raigarh,Maharashtra,2611,666,223,8,2018,B,,,ebird,,,,,,,,
110576051,72.9492456,18.9079792,G3393285,Raigarh,Maharashtra,2611,666,223,8,2018,NA,,,ebird,,,,,,,,
110576101,72.9492456,18.9079792,G3393285,Raigarh,Maharashtra,2611,666,223,8,2018,B,,,ebird,,,,,,,,
110576111,72.9492456,18.9079792,G3393285,Raigarh,Maharashtra,2611,666,223,8,2018,B,,,ebird,,,,,,,,
132792401,72.8480458,19.3955505,S51246268,Thane,Maharashtra,2546,633,223,8,2018,B,,,ebird,,,,,,,,
110552731,77.769921,13.07033,G3395079,Bangalore Rural,Karnataka,3467,869,224,8,2018,W,,,ebird,,,,,,,,
110552751,77.769921,13.07033,G3395079,Bangalore Rural,Karnataka,3467,869,224,8,2018,W,,,ebird,,,,,,,,
110577161,77.769921,13.07033,G3394721,Bangalore Rural,Karnataka,3467,869,224,8,2018,W,,,ebird,,,,,,,,
110577171,77.769921,13.07033,G3394721,Bangalore Rural,Karnataka,3467,869,224,8,2018,W,,,ebird,,,,,,,,
110577201,77.769921,13.07033,G3394721,Bangalore Rural,Karnataka,3467,869,224,8,2018,W,,,ebird,,,,,,,,
110704631,77.769921,13.07033,G3395079,Bangalore Rural,Karnataka,3467,869,224,8,2018,W,,,ebird,,,,,,,,
110704641,77.769921,13.07033,G3395079,Bangalore Rural,Karnataka,3467,869,224,8,2018,W,,,ebird,,,,,,,,
245350061,73.278991,22.3074208,S70766925,Vadodara,Gujarat,,,176,6,2020,B,,transition,ebird,,,,,,,,
110926141,73.278991,22.3074208,S47853814,Vadodara,Gujarat,2157,534,224,8,2018,B,,,ebird,,,,,,,,
111088411,77.769921,13.07033,G3395079,Bangalore Rural,Karnataka,3467,869,224,8,2018,W,,,ebird,,,,,,,,
111088571,77.769921,13.07033,G3395079,Bangalore Rural,Karnataka,3467,869,224,8,2018,W,,,ebird,,,,,,,,
111088581,77.769921,13.07033,G3395079,Bangalore Rural,Karnataka,3467,869,224,8,2018,W,,,ebird,,,,,,,,
111088621,77.769921,13.07033,G3395079,Bangalore Rural,Karnataka,3467,869,224,8,2018,W,,,ebird,,,,,,,,
110849251,77.7744947,13.0679655,S47838047,Bangalore Rural,Karnataka,3467,869,226,8,2018,W,,,ebird,,,,,,,,
110849261,77.7744947,13.0679655,S47838047,Bangalore Rural,Karnataka,3467,869,226,8,2018,W,,,ebird,,,,,,,,
110849271,77.7744947,13.0679655,S47838047,Bangalore Rural,Karnataka,3467,869,226,8,2018,W,,,ebird,,,,,,,,
111067711,77.769921,13.07033,G3400376,Bangalore Rural,Karnataka,3467,869,227,8,2018,W,,,ebird,,,,,,,,
111068671,77.769921,13.07033,G3400376,Bangalore Rural,Karnataka,3467,869,227,8,2018,W,,,ebird,,,,,,,,
111068691,77.769921,13.07033,G3400376,Bangalore Rural,Karnataka,3467,869,227,8,2018,W,,,ebird,,,,,,,,
111068751,77.769921,13.07033,G3400376,Bangalore Rural,Karnataka,3467,869,227,8,2018,W,,,ebird,,,,,,,,
111069221,77.769921,13.07033,G3400376,Bangalore Rural,Karnataka,3467,869,227,8,2018,NA,,,ebird,,,,,,,,
111280181,72.8468657,19.3858097,S47914163,Thane,Maharashtra,2546,633,227,8,2018,B,,,ebird,,,,,,,,
111284241,72.8456318,19.3942652,S47913487,Thane,Maharashtra,2546,633,230,8,2018,B,,transition,ebird,,,,,,,,
111284301,72.8456318,19.3942652,S47913487,Thane,Maharashtra,2546,633,230,8,2018,NA,,,ebird,,,,,,,,
111829901,72.8576589,19.3914367,S47999768,Thane,Maharashtra,2546,633,234,8,2018,B,,transition,ebird,,,,,,,,
112184881,72.8480458,19.3955505,G3633938,Thane,Maharashtra,2546,633,237,8,2018,B,,,ebird,,,,,,,,
112184931,72.8480458,19.3955505,G3633938,Thane,Maharashtra,2546,633,237,8,2018,B,,,ebird,,,,,,,,
112185021,72.8480458,19.3955505,G3633938,Thane,Maharashtra,2546,633,237,8,2018,NA,,,ebird,,,,,,,,
170325381,80.75166,16.461678,S48754054,Krishna,Andhra Pradesh,3018,773,237,8,2018,W,,,ebird,,,,,,,,
170325431,80.75166,16.461678,S48754054,Krishna,Andhra Pradesh,3018,773,237,8,2018,NA,,,ebird,,,,,,,,
170325501,80.75166,16.461678,S48754054,Krishna,Andhra Pradesh,3018,773,237,8,2018,W,,,ebird,,,,,,,,
112884401,79.461118,28.3728807,S48174698,Bareilly,Uttar Pradesh,1261,310,241,8,2018,B,,,ebird,,,,,,,,
113371701,72.8576589,19.3914367,S48259044,Thane,Maharashtra,2546,633,245,9,2018,B,,,ebird,,,,,,,,
113371721,72.8576589,19.3914367,S48259044,Thane,Maharashtra,2546,633,245,9,2018,B,,,ebird,,,,,,,,
113901531,72.0231432,22.7923445,G3438464,Ahmadabad,Gujarat,2089,533,245,9,2018,B,,transition,ebird,,,,,,,,
113687771,78.569067,17.610006,S48304147,Rangareddy,Telangana,2819,705,248,9,2018,W,,,ebird,,,,,,,,
136918371,78.0729353,17.6548137,S49017408,Medak,Telangana,,,280,10,2018,W,,,ebird,,,,,,,,
113769191,72.8468657,19.3858097,S48320772,Thane,Maharashtra,2546,633,248,9,2018,NA,,,ebird,,,,,,,,
114586411,76.8828311,28.4654322,S48413730,Gurgaon,Haryana,1255,307,253,9,2018,B,,,ebird,,,,,,,,
121245471,72.8434824,19.3795108,S49556638,Thane,Maharashtra,2546,633,258,9,2018,B,,,ebird,,,,,,,,
121245621,72.8434824,19.3795108,S49556638,Thane,Maharashtra,2546,633,258,9,2018,B,,,ebird,,,,,,,,
121245641,72.8434824,19.3795108,S49556638,Thane,Maharashtra,2546,633,258,9,2018,B,,,ebird,,,,,,,,
115059241,73.0039192,18.9319862,S48539888,Raigarh,Maharashtra,2611,666,259,9,2018,NA,,,ebird,,,,,,,,
116414391,72.8468657,19.3858097,S48682398,Thane,Maharashtra,2546,633,264,9,2018,NA,,,ebird,,,,,,,,
116432241,69.7561026,21.5645442,S48770799,Porbandar,Gujarat,2279,563,266,9,2018,B,,transition,ebird,,,,,,,,
205702451,78.6841,26.7848,S65132680,Agra,Uttar Pradesh,1519,375,64,3,2019,NA,,,ebird,,,,,,,,
145137861,78.0729353,17.6548137,G3932027,Medak,Telangana,2817,704,69,3,2019,NA,,,ebird,,,,,,,,
145137881,78.0729353,17.6548137,G3932027,Medak,Telangana,2817,704,69,3,2019,NA,,,ebird,,,,,,,,
145137891,78.0729353,17.6548137,G3932027,Medak,Telangana,2817,704,69,3,2019,NA,,,ebird,,,,,,,,
190278481,74.6741259,32.5666895,G4103456,Jammu,Jammu & Kashmir,665,173,76,3,2019,NA,,,ebird,,,,,,,,
193643511,74.6741259,32.5666895,G4103456,Jammu,Jammu & Kashmir,665,173,76,3,2019,NA,,,ebird,,,,,,,,
154621801,72.792662,19.4936291,S55542872,Thane,Maharashtra,2546,633,82,3,2019,NA,,,ebird,,,,,,,,
147190951,78.3290153,17.521068,S54182853,Medak,Telangana,2883,738,83,3,2019,NA,,,ebird,,,,,,,,
148467111,78.3290153,17.521068,S54448912,Medak,Telangana,2883,738,90,3,2019,NA,,,ebird,,,,,,,,
,86.465117,25.354722,,Munger,Bihar,,,,3,2019,W,https://www.facebook.com/photo.php?fbid=3232466896817445&set=p.3232466896817445&type=1&theater,,,,,,,,,,
154351341,77.769921,13.07033,S55493680,Bangalore Rural,Karnataka,3467,869,118,4,2019,NA,,,ebird,,,,,,,,
154351441,77.769921,13.07033,S55493680,Bangalore Rural,Karnataka,3467,869,118,4,2019,NA,,,ebird,,,,,,,,
154351481,77.769921,13.07033,S55493680,Bangalore Rural,Karnataka,3467,869,118,4,2019,NA,,,ebird,,,,,,,,
,81.55588,20.658998,,Dhamtari,Chattisgarh,,,,5,2019,W,https://www.facebook.com/photo.php?fbid=2328942880485597&set=p.2328942880485597&type=1&theater,,,,,,,,,,
186550371,77.769921,13.07033,S61247528,Bangalore Rural,Karnataka,3467,869,121,5,2019,NA,,,ebird,,,,,,,,
157679921,90.253414,23.732623,,,Bangladesh,,,122,5,2019,W,,,ebird,,,,,,,,
157728061,77.2396803,28.6969873,S56125750,North,NCT of Delhi,1256,308,131,5,2019,B,,,ebird,,,,,,,,
157728071,77.2396803,28.6969873,S56125750,North,NCT of Delhi,1256,308,131,5,2019,NA,,,ebird,,,,,,,,
159558841,77.21012,28.8155867,S56494874,North West,NCT of Delhi,1191,308,138,5,2019,B,,,ebird,,,,,,,,
164587861,72.6656734,23.217778,S57098668,Gandhinagar,Gujarat,2025,500,156,6,2019,B,,,ebird,,,,,,,,
163371521,72.0231432,22.7923445,S57184211,Ahmadabad,Gujarat,2089,533,159,6,2019,B,,,ebird,,,,,,,,
166484371,76.3580888,16.198713,G4298310,Bijapur,Karnataka,3009,769,170,6,2019,W,,,ebird,,,,,,,,
165825561,77.769921,13.07033,G4306747,Bangalore Rural,Karnataka,3467,869,174,6,2019,W,,,ebird,,,,,,,,
166192471,70.701313,22.2373066,S57776130,Rajkot,Gujarat,2151,531,180,6,2019,B,,,ebird,,,,,,,,
166325711,75.8258343,14.3927832,S57775948,Davanagere,Karnataka,3332,834,180,6,2019,W,,,ebird,,,,,,,,
166775911,87.9566288,23.1749879,S57890726,Barddhaman,West Bengal,2059,517,182,7,2019,W,,,ebird,,,,,,,,
166731551,75.8960824,14.4566812,S57856967,Davanagere,Karnataka,3268,834,183,7,2019,W,,,ebird,,,,,,,,
166731561,75.8960824,14.4566812,S57856967,Davanagere,Karnataka,3268,834,183,7,2019,NA,,,ebird,,,,,,,,
166922921,72.6180089,22.529676,G4334514,Kheda,Gujarat,2090,533,185,7,2019,B,,,ebird,,,,,,,,
166922931,72.6180089,22.529676,G4334514,Kheda,Gujarat,2090,533,185,7,2019,B,,,ebird,,,,,,,,
167258421,77.769921,13.07033,G4341904,Bangalore Rural,Karnataka,3467,869,188,7,2019,W,,transition,ebird,,,,,,,,
167372051,77.769921,13.07033,S57988736,Bangalore Rural,Karnataka,3467,869,188,7,2019,W,,,ebird,,,,,,,,
167372061,77.769921,13.07033,S57988736,Bangalore Rural,Karnataka,3467,869,188,7,2019,W,,,ebird,,,,,,,,
168135381,77.769921,13.07033,S58162643,Bangalore Rural,Karnataka,3467,869,195,7,2019,W,,transition,ebird,,,,,,,,
168135391,77.769921,13.07033,S58162643,Bangalore Rural,Karnataka,3467,869,195,7,2019,W,,,ebird,,,,,,,,
168137561,77.769921,13.07033,G4358194,Bangalore Rural,Karnataka,3467,869,195,7,2019,W,,,ebird,,,,,,,,
168137571,77.769921,13.07033,G4358194,Bangalore Rural,Karnataka,3467,869,195,7,2019,W,,,ebird,,,,,,,,
168155311,77.769921,13.07033,S58167849,Bangalore Rural,Karnataka,3467,869,195,7,2019,NA,,,ebird,,,,,,,,
226221771,88.3209157,22.68284,S67540842,Hooghly,West Bengal,,,14,1,2019,W,,,ebird,,,,,,,,
171522831,79.4861672,13.6586332,G4414570,Chittoor,Andhra Pradesh,3406,871,219,8,2019,W,,,ebird,,,,,,,,
171522861,79.4861672,13.6586332,G4414570,Chittoor,Andhra Pradesh,3406,871,219,8,2019,W,,,ebird,,,,,,,,
172002851,76.9568476,28.3945106,S58912518,Gurgaon,Haryana,1255,307,223,8,2019,B,,,ebird,,,,,,,,
172003581,76.9568476,28.3945106,S58912518,Gurgaon,Haryana,1255,307,223,8,2019,B,,,ebird,,,,,,,,
172004101,76.9568476,28.3945106,S58912518,Gurgaon,Haryana,1255,307,223,8,2019,B,,,ebird,,,,,,,,
173579791,76.888257,28.5227075,G4457163,South West,NCT of Delhi,1255,307,223,8,2019,B,,,ebird,,,,,,,,
172159781,72.9492456,18.9079792,S58931166,Raigarh,Maharashtra,2611,666,224,8,2019,B,,,ebird,,,,,,,,
172595291,76.9568476,28.3945106,S59006265,Gurgaon,Haryana,1255,307,227,8,2019,B,,,ebird,,,,,,,,
173843681,88.2191427,24.1199953,G4455178,Murshidabad,West Bengal,1930,485,235,8,2019,NA,,,ebird,,,,,,,,
173843801,88.2191427,24.1199953,G4455178,Murshidabad,West Bengal,1930,485,235,8,2019,W,,,ebird,,,,,,,,
173844091,88.2191427,24.1199953,G4455178,Murshidabad,West Bengal,1930,485,235,8,2019,W,,,ebird,,,,,,,,
173845361,88.2191427,24.1199953,G4455178,Murshidabad,West Bengal,1930,485,235,8,2019,W,,,ebird,,,,,,,,
174018781,77.1099445,28.4835371,G4458075,Gurgaon,Haryana,1255,307,236,8,2019,B,,transition,ebird,,,,,,,,
174018891,77.1099445,28.4835371,G4458075,Gurgaon,Haryana,1255,307,236,8,2019,NA,,,ebird,,,,,,,,
174118521,87.9566288,23.1749879,G4460871,Barddhaman,West Bengal,2059,517,237,8,2019,W,,,ebird,,,,,,,,
174118561,87.9566288,23.1749879,G4460871,Barddhaman,West Bengal,2059,517,237,8,2019,W,,,ebird,,,,,,,,
174118581,87.9566288,23.1749879,G4460871,Barddhaman,West Bengal,2059,517,237,8,2019,W,,,ebird,,,,,,,,
180856911,88.2208854,22.8454591,S60417599,Hooghly,West Bengal,,,280,10,2019,W,,,ebird,,,,,,,,
180856901,88.2208854,22.8454591,S60417599,Hooghly,West Bengal,,,280,10,2019,W,,,ebird,,,,,,,,
176746531,84.169569,27.636419,,,Nepal,,,241,8,2019,W,,,ebird,,,,,,,,
176746531,84.169569,27.636419,,,Nepal,,,241,8,2019,NA,,,ebird,,,,,,,,
180632411,72.0545321,22.8266554,S60386252,Ahmadabad,Gujarat,,,277,10,2019,B,,,ebird,,,,,,,,
176605771,79.9999241,13.0452941,S59429118,Kancheepuram,Tamil Nadu,3537,905,244,9,2019,W,,,ebird,,,,,,,,4/10/2019
176605781,79.9999241,13.0452941,S59429118,Kancheepuram,Tamil Nadu,3537,905,244,9,2019,W,,,ebird,,,,,,,,
177566341,79.4266033,28.3933258,S59873389,Bareilly,Uttar Pradesh,1260,310,253,9,2019,B,,,ebird,,,,,,,,
179891831,72.0231432,22.7923445,G4524865,Ahmadabad,Gujarat,2089,533,263,9,2019,B,,transition,ebird,,,,,,,,
178154341,77.769921,13.07033,S59976070,Bangalore Rural,Karnataka,3467,869,264,9,2019,W,,,ebird,,,,,,,,
178154351,77.769921,13.07033,S59976070,Bangalore Rural,Karnataka,3467,869,264,9,2019,W,,transition,ebird,,,,,,,,
178304131,73.1893301,19.1380327,G4527724,Thane,Maharashtra,2612,666,265,9,2019,B,,,ebird,,,,,,,,
183961851,79.33176,20.190357,,,,,,281,10,2019,W,,,ebird,,,,,,,,
215815401,77.769921,13.07033,G5085956,Bangalore Rural,Karnataka,3467,869,74,3,2020,NA,,,ebird,,,,,,,,
226469641,80.4627117,22.4907067,S67574665,Mandla,Madhya Pradesh,2173,542,111,4,2020,NA,,,ebird,,,,,,,,
226469651,80.4627117,22.4907067,S67574665,Mandla,Madhya Pradesh,2173,542,111,4,2020,NA,,,ebird,,,,,,,,
236131931,80.4627117,22.4907067,S69188428,Mandla,Madhya Pradesh,,,138,5,2020,NA,,,ebird,,,,,,,,
236131591,80.4627117,22.4907067,S69246151,Mandla,Madhya Pradesh,,,139,5,2020,NA,,,ebird,,,,,,,,
240504891,70.701313,22.2373066,S69957516,Rajkot,Gujarat,,,154,6,2020,B,,transition,ebird,,,,,,,,
245071071,77.769921,13.07033,S70707227,Bangalore Rural,Karnataka,,,173,6,2020,W,,,ebird,,,,,,,,
245071061,77.769921,13.07033,S70707227,Bangalore Rural,Karnataka,,,173,6,2020,W,,,ebird,,,,,,,,
245071021,77.769921,13.07033,S70707227,Bangalore Rural,Karnataka,,,173,6,2020,W,,,ebird,,,,,,,,
242312891,73.278991,22.3074208,S70264939,Vadodara,Gujarat,,,162,6,2020,B,,,ebird,,,,,,,,
242312931,73.278991,22.3074208,S70264939,Vadodara,Gujarat,,,162,6,2020,B,,,ebird,,,,,,,,
242312951,73.278991,22.3074208,S70264939,Vadodara,Gujarat,,,162,6,2020,B,,,ebird,,,,,,,,
242975811,87.6968384,22.710606,S70335124,Pashchim Medinipur,West Bengal,,,164,6,2020,W,,,ebird,,,,,,,,
243234471,72.7971637,19.4602266,S70419359,Thane,Maharashtra,,,166,6,2020,B,,,ebird,,,,,,,,
243399631,88.2201371,22.8537086,S70412008,Hooghly,West Bengal,,,166,6,2020,NA,,,ebird,,,,,,,,
243512241,88.2201371,22.8537086,S70412211,Hooghly,West Bengal,,,166,6,2020,W,,,ebird,,,,,,,,
244503531,76.3304,30.9838,S70626301,Rupnagar,Punjab,,,172,6,2020,B,,,ebird,,,,,,,,
244501931,76.7297683,30.825782,S70625932,Sahibzada Ajit Singh Nagar,Punjab,,,172,6,2020,B,,,ebird,,,,,,,,
244729961,72.9147987,20.6602608,S70659058,Valsad,Gujarat,,,173,6,2020,B,,,ebird,,,,,,,,
245071161,77.769921,13.07033,S70707227,Bangalore Rural,Karnataka,,,174,6,2020,W,,,ebird,,,,,,,,
245923911,76.668887,30.7011722,S70735589,Sahibzada Ajit Singh Nagar,Punjab,,,175,6,2020,B,,,ebird,,,,,,,,
245544801,77.7703384,13.0708494,S70796723,Bangalore,Karnataka,,,177,6,2020,W,,,ebird,,,,,,,,
245544761,77.7703384,13.0708494,S70796723,Bangalore,Karnataka,,,177,6,2020,W,,,ebird,,,,,,,,
245544751,77.7703384,13.0708494,S70796723,Bangalore,Karnataka,,,177,6,2020,W,,,ebird,,,,,,,,
245923021,72.33811,22.9719717,S70844658,Ahmadabad,Gujarat,,,178,6,2020,B,,,ebird,,,,,,,,
246148241,77.769921,13.07033,S70865812,Bangalore Rural,Karnataka,,,178,6,2020,W,,,ebird,,,,,,,,
245762741,78.569067,17.610006,S70837691,Rangareddy,Telangana,,,178,6,2020,W,,,ebird,,,,,,,,
245762721,78.569067,17.610006,S70837691,Rangareddy,Telangana,,,178,6,2020,W,,,ebird,,,,,,,,
246177851,77.769921,13.07033,S70945054,Bangalore Rural,Karnataka,,,180,6,2020,W,,,ebird,,,,,,,,
246177931,77.769921,13.07033,S70945054,Bangalore Rural,Karnataka,,,180,6,2020,W,,,ebird,,,,,,,,
246177881,77.769921,13.07033,S70945054,Bangalore Rural,Karnataka,,,180,6,2020,W,,,ebird,,,,,,,,
246176671,77.769921,13.07033,S70945054,Bangalore Rural,Karnataka,,,180,6,2020,W,,,ebird,,,,,,,,
246177821,77.769921,13.07033,S70945054,Bangalore Rural,Karnataka,,,180,6,2020,W,,,ebird,,,,,,,,
246415511,87.6725455,22.7091075,S70949592,Pashchim Medinipur,West Bengal,,,181,6,2020,W,,,ebird,,,,,,,,
246648621,76.7297683,30.825782,S70983465,Sahibzada Ajit Singh Nagar,Punjab,,,181,6,2020,B,,,ebird,,,,,,,,
246802431,76.812889,30.74798,S70976413,Chandigarh,Chandigarh,,,182,6,2020,B,,,ebird,,,,,,,,
246825181,75.7032991,14.443281,S71015122,Davanagere,Karnataka,,,183,7,2020,W,,,ebird,,,,,,,,
246825321,75.7032991,14.443281,S71015122,Davanagere,Karnataka,,,183,7,2020,W,,,ebird,,,,,,,,
246825601,75.7032991,14.443281,S71015122,Davanagere,Karnataka,,,183,7,2020,W,,,ebird,,,,,,,,
255662201,75.759058,30.9258623,S71050513,Ludhiana,Punjab,,,184,7,2020,B,,,ebird,,,,,,,,
247195841,77.769921,13.07033,S71077567,Bangalore Rural,Karnataka,,,185,7,2020,W,,,ebird,,,,,,,,
247195851,77.769921,13.07033,S71077567,Bangalore Rural,Karnataka,,,185,7,2020,W,,,ebird,,,,,,,,
247195861,77.769921,13.07033,S71077567,Bangalore Rural,Karnataka,,,185,7,2020,W,,,ebird,,,,,,,,
247195921,77.769921,13.07033,S71077567,Bangalore Rural,Karnataka,,,185,7,2020,W,,,ebird,,,,,,,,
247224511,77.769921,13.07033,S71077567,Bangalore Rural,Karnataka,,,185,7,2020,W,,,ebird,,,,,,,,
247224521,77.769921,13.07033,S71077567,Bangalore Rural,Karnataka,,,185,7,2020,W,,,ebird,,,,,,,,
247816591,83.1860304,17.7701681,S71144240,Visakhapatnam,Andhra Pradesh,,,187,7,2020,W,,,ebird,,,,,,,,
247816621,83.1860304,17.7701681,S71144240,Visakhapatnam,Andhra Pradesh,,,187,7,2020,W,,,ebird,,,,,,,,
248156891,77.769921,13.07033,S71244388,Bangalore Rural,Karnataka,,,188,7,2020,W,,,ebird,,,,,,,,
248970511,72.734127,21.1261128,S71383964,Surat,Gujarat,,,193,7,2020,NA,,,ebird,,,,,,,,
249717261,75.3495578,31.4375144,S71533877,Kapurthala,Punjab,,,197,7,2020,B,,,ebird,,,,,,,,
250480291,73.1335091,22.3602186,S71632981,Vadodara,Gujarat,,,201,7,2020,B,,,ebird,,,,,,,,
252589691,72.8508453,19.3854518,S71971855,Thane,Maharashtra,,,213,7,2020,B,,,ebird,,,,,,,,
252584881,78.569067,17.610006,S71971589,Rangareddy,Telangana,,,213,7,2020,W,,,ebird,,,,,,,,
252584871,78.569067,17.610006,S71971589,Rangareddy,Telangana,,,213,7,2020,W,,,ebird,,,,,,,,
252760791,77.769921,13.07033,S71998786,Bangalore Rural,Karnataka,,,214,8,2020,W,,,ebird,,,,,,,,
252760811,77.769921,13.07033,S71998786,Bangalore Rural,Karnataka,,,214,8,2020,W,,,ebird,,,,,,,,
252770111,77.769921,13.07033,S71998786,Bangalore Rural,Karnataka,,,214,8,2020,W,,,ebird,,,,,,,,
252770121,77.769921,13.07033,S71998786,Bangalore Rural,Karnataka,,,214,8,2020,W,,,ebird,,,,,,,,
252770131,77.769921,13.07033,S71998786,Bangalore Rural,Karnataka,,,214,8,2020,W,,,ebird,,,,,,,,
252992011,77.769921,13.07033,S72031263,Bangalore Rural,Karnataka,,,215,8,2020,W,,,ebird,,,,,,,,
245558511,79.1094804,21.2259017,S19540199,Nagpur,Maharashtra,,,155,6,2013,W,,transition,ebird,,,,,,,,
253780161,88.22181,24.1177255,S72148530,Murshidabad,West Bengal,,,216,8,2020,W,,transition,ebird,,,,,,,,
254197241,77.769921,13.07033,S72168354,Bangalore Rural,Karnataka,,,219,8,2020,W,,,ebird,,,,,,,,
254197261,77.769921,13.07033,S72168354,Bangalore Rural,Karnataka,,,219,8,2020,W,,,ebird,,,,,,,,
254197281,77.769921,13.07033,S72168354,Bangalore Rural,Karnataka,,,219,8,2020,W,,,ebird,,,,,,,,
254197291,77.769921,13.07033,S72168354,Bangalore Rural,Karnataka,,,219,8,2020,W,,,ebird,,,,,,,,
254197321,77.769921,13.07033,S72168354,Bangalore Rural,Karnataka,,,219,8,2020,W,,,ebird,,,,,,,,
254197341,77.769921,13.07033,S72168354,Bangalore Rural,Karnataka,,,219,8,2020,W,,,ebird,,,,,,,,
255860911,76.842,30.549,S72306511,Sahibzada Ajit Singh Nagar,Punjab,,,222,8,2020,B,,transition,ebird,,,,,,,,
255379301,84.21845,27.5626662,S72385208,,Nepal,,,224,8,2020,B,,transition,ebird,,,,,,,,
255440221,77.769921,13.07033,S72390361,Bangalore Rural,Karnataka,,,227,8,2020,W,,,ebird,,,,,,,,
255440191,77.769921,13.07033,S72390361,Bangalore Rural,Karnataka,,,227,8,2020,W,,,ebird,,,,,,,,
255440161,77.769921,13.07033,S72390361,Bangalore Rural,Karnataka,,,227,8,2020,W,,,ebird,,,,,,,,
255621151,76.8352461,30.5541309,S72417494,Sahibzada Ajit Singh Nagar,Punjab,,,228,8,2020,B,,transition,ebird,,,,,,,,
255621171,76.8352461,30.5541309,S72417494,Sahibzada Ajit Singh Nagar,Punjab,,,228,8,2020,B,,transition,ebird,,,,,,,,
256268161,76.842,30.549,S72504826,Sahibzada Ajit Singh Nagar,Punjab,,,229,8,2020,B,,,ebird,,,,,,,,
,81.5596,28.3649,,Bardiya,Nepal,,,135,5,2019,B,http://orientalbirdimages.org/search.php?Bird_ID=2065&Bird_Image_ID=172978,,,,,,,,,,
,72.0572,22.8209,,Nalsarovar,Gujarat,,,280,10,2019,B,http://orientalbirdimages.org/search.php?Bird_ID=2065&Bird_Image_ID=181638,transition,,,,,,,,,
,72.0572,22.8209,,Nalsarovar,Gujarat,,,231,8,2019,B,http://orientalbirdimages.org/search.php?Bird_ID=2065&Bird_Image_ID=178240,,,,,,,,,,
,72.0572,22.8209,,Nalsarovar,Gujarat,,,271,9,2019,B,http://orientalbirdimages.org/search.php?Bird_ID=2065&Bird_Image_ID=178209,transition,,,,,,,,,
,72.0572,22.8209,,Nalsarovar,Gujarat,,,231,8,2019,B,http://orientalbirdimages.org/search.php?Bird_ID=2065&Bird_Image_ID=178145,,,,,,,,,,
,77.6021,28.3436,,Dhanauri,Haryana,,,225,8,2019,B,http://orientalbirdimages.org/search.php?Bird_ID=2065&Bird_Image_ID=177193,,,,,,,,,,
,72.0572,22.8209,,Nalsarovar,Gujarat,,,275,10,2019,B,http://orientalbirdimages.org/search.php?Bird_ID=2065&Bird_Image_ID=177179,,,,,,,,,,
,79.3607,20.2484,,Tadoba,Maharashtra,,,272,9,2019,W,http://orientalbirdimages.org/search.php?Bird_ID=2065&Bird_Image_ID=176943,,,,,,,,,,
,79.3607,20.2484,,Tadoba,Maharashtra,,,265,9,2019,B,http://orientalbirdimages.org/search.php?Bird_ID=2065&Bird_Image_ID=176799,transition,,,,,,,,,
,79.3607,20.2484,,Tadoba,Maharashtra,,,253,9,2019,W,http://orientalbirdimages.org/search.php?Bird_ID=2065&Bird_Image_ID=176639,,,,,,,,,,
,76.8634,28.4946,,Gurgaon,Haryana,,,204,7,2019,B,http://orientalbirdimages.org/search.php?Bird_ID=2065&Bird_Image_ID=175535,,,,,,,,,,
,75.858207,26.705933,,Rajasthan,Rajasthan,,,260,9,2019,B,http://orientalbirdimages.org/search.php?Bird_ID=2065&Bird_Image_ID=176682,,,,,,,,,,
,76.5098,26.1441,,Shampura,Rajasthan,,,214,8,2019,B,http://orientalbirdimages.org/search.php?Bird_ID=2065&Bird_Image_ID=175526,,,,,,,,,,
,72.8397,19.3919,,Vasai,Maharashtra,,,245,9,2019,B,http://orientalbirdimages.org/search.php?Bird_ID=2065&Bird_Image_ID=174542,,,,,,,,,,
,72.8397,19.3919,,Vasai,Maharashtra,,,246,9,2019,B,http://orientalbirdimages.org/search.php?Bird_ID=2065&Bird_Image_ID=160730,transition,,,,,,,,,
,77.6021,28.3436,,Dhanauri,Haryana,,,245,9,2018,B,http://orientalbirdimages.org/search.php?Bird_ID=2065&Bird_Image_ID=159783,,,,,,,,,,
,88.4798,22.5754,,North 24 Parganas,West Bengal,,,256,9,2018,W,http://orientalbirdimages.org/search.php?Bird_ID=2065&Bird_Image_ID=159709,transition,,,,,,,,,
,77.6021,28.3436,,Dhanauri,Haryana,,,170,6,2018,B,http://orientalbirdimages.org/search.php?Bird_ID=2065&Bird_Image_ID=158248,,,,,,,,,,
,72.5714,23.0225,,Ahmedabad,Gujarat,,,219,8,2017,B,http://orientalbirdimages.org/search.php?Bird_ID=2065&Bird_Image_ID=152393,,,,,,,,,,
,72.8311,21.1702,,Surat,Gujarat,,,224,8,2017,B,http://orientalbirdimages.org/search.php?Bird_ID=2065&Bird_Image_ID=151666,,,,,,,,,,
,72.5714,23.0225,,Ahmedabad,Gujarat,,,219,8,2017,B,http://orientalbirdimages.org/search.php?Bird_ID=2065&Bird_Image_ID=150555,,,,,,,,,,
,77.6021,28.3436,,Dhanauri,Haryana,,,197,7,2017,B,http://orientalbirdimages.org/search.php?Bird_ID=2065&Bird_Image_ID=143523,,,,,,,,,,
